"date","timestamp","sewer_and_water","power","roads_and_bridges","medical","buildings","shake_intensity","location"
2020-04-09,"16:35:00",3,5,3,NA,4,4,12
2020-04-09,"15:05:00",3,5,4,NA,2,5,12
2020-04-09,"15:15:00",3,5,5,NA,3,4,12
2020-04-09,"16:40:00",3,5,3,NA,3,4,12
2020-04-09,"16:50:00",4,5,5,NA,3,4,12
2020-04-09,"17:10:00",2,5,4,NA,3,4,12
2020-04-09,"15:25:00",3,5,4,NA,4,4,12
2020-04-09,"18:35:00",3,6,5,NA,2,3,12
2020-04-09,"15:25:00",2,4,5,NA,4,4,12
2020-04-09,"15:45:00",3,5,4,NA,4,5,12
2020-04-09,"19:15:00",4,5,5,NA,3,4,12
2020-04-09,"15:20:00",4,5,5,NA,3,4,12
2020-04-09,"15:25:00",3,6,4,NA,2,4,12
2020-04-09,"20:35:00",5,4,5,NA,3,4,12
2020-04-09,"16:45:00",2,6,4,NA,4,3,12
2020-04-09,"18:05:00",3,5,4,NA,2,2,12
2020-04-09,"17:25:00",2,5,4,NA,4,4,12
2020-04-09,"18:20:00",3,5,3,NA,3,5,12
2020-04-09,"19:30:00",3,6,3,NA,3,3,12
2020-04-09,"15:30:00",4,6,3,NA,2,4,12
2020-04-09,"16:10:00",3,5,4,NA,2,5,12
2020-04-09,"17:15:00",3,7,5,NA,3,6,12
2020-04-09,"18:05:00",3,5,5,NA,4,4,12
2020-04-09,"15:05:00",3,4,4,NA,4,3,12
2020-04-09,"23:55:00",2,5,4,NA,4,4,12
2020-04-09,"18:20:00",3,5,5,NA,2,4,12
2020-04-09,"17:10:00",2,5,4,NA,3,5,12
2020-04-09,"19:15:00",3,5,4,NA,5,4,12
2020-04-09,"17:50:00",2,5,4,NA,3,5,12
2020-04-09,"18:45:00",3,6,4,NA,4,3,12
2020-04-09,"16:05:00",2,4,3,NA,3,4,12
2020-04-09,"15:10:00",3,5,4,NA,3,6,12
2020-04-09,"15:45:00",2,5,4,NA,3,4,12
2020-04-09,"19:10:00",3,5,5,NA,3,3,12
2020-04-09,"16:10:00",2,5,5,NA,2,4,12
2020-04-09,"16:05:00",2,4,4,NA,3,3,12
2020-04-09,"17:10:00",4,5,4,NA,4,4,12
2020-04-09,"17:35:00",3,4,3,NA,4,5,12
2020-04-09,"15:35:00",3,5,4,NA,4,2,12
2020-04-09,"15:05:00",2,4,2,NA,4,3,12
2020-04-09,"19:35:00",2,5,3,NA,3,3,12
2020-04-09,"15:40:00",3,5,4,NA,3,5,12
2020-04-09,"15:10:00",3,5,5,NA,2,5,12
2020-04-09,"16:00:00",4,4,3,NA,4,4,12
2020-04-09,"17:05:00",3,4,4,NA,3,4,12
2020-04-09,"22:10:00",4,4,3,NA,3,5,12
2020-04-09,"19:20:00",3,4,4,NA,2,5,12
2020-04-09,"18:45:00",3,5,5,NA,3,3,12
2020-04-09,"15:35:00",3,5,5,NA,4,3,12
2020-04-09,"16:00:00",3,5,4,NA,3,5,12
2020-04-09,"16:25:00",3,5,2,NA,2,4,12
2020-04-09,"16:35:00",4,4,5,NA,3,4,12
2020-04-09,"15:40:00",2,4,5,NA,4,4,12
2020-04-09,"19:05:00",3,4,3,NA,3,5,12
2020-04-09,"15:50:00",3,6,4,NA,4,4,12
2020-04-09,"15:30:00",4,4,4,NA,2,4,12
2020-04-09,"15:50:00",3,5,5,NA,3,4,12
2020-04-09,"16:20:00",3,5,3,NA,4,5,12
2020-04-09,"15:35:00",2,5,3,NA,2,4,12
2020-04-09,"16:35:00",3,5,4,NA,3,4,12
2020-04-09,"15:50:00",2,4,4,NA,3,4,12
2020-04-09,"16:25:00",3,5,6,NA,3,3,12
2020-04-09,"16:35:00",4,4,5,NA,3,4,12
2020-04-09,"16:00:00",3,4,4,NA,3,4,12
2020-04-09,"15:30:00",2,5,4,NA,3,3,12
2020-04-09,"17:35:00",2,5,4,NA,3,3,12
2020-04-09,"18:00:00",2,6,5,NA,4,4,12
2020-04-09,"16:00:00",2,5,4,NA,4,4,12
2020-04-09,"15:30:00",4,4,3,NA,3,4,12
2020-04-09,"15:45:00",3,5,5,NA,3,4,12
2020-04-09,"16:30:00",3,4,3,NA,4,4,12
2020-04-09,"20:40:00",3,5,5,NA,4,3,12
2020-04-09,"19:10:00",4,4,4,NA,2,3,12
2020-04-09,"16:05:00",3,4,5,NA,3,4,12
2020-04-09,"15:30:00",3,6,5,NA,2,5,12
2020-04-09,"15:45:00",3,4,5,NA,5,4,12
2020-04-09,"15:00:00",3,6,4,NA,3,4,12
2020-04-09,"16:30:00",3,5,4,NA,3,5,12
2020-04-09,"15:20:00",5,5,6,NA,3,3,12
2020-04-09,"15:20:00",3,5,3,NA,4,3,12
2020-04-09,"16:45:00",3,5,4,NA,2,4,12
2020-04-09,"15:20:00",3,4,3,NA,4,5,12
2020-04-09,"15:45:00",3,5,4,NA,4,4,12
2020-04-09,"16:35:00",3,5,4,NA,3,5,12
2020-04-09,"16:20:00",3,5,4,NA,2,4,12
2020-04-09,"16:05:00",2,5,5,NA,3,4,12
2020-04-09,"15:50:00",5,5,4,NA,1,4,12
2020-04-09,"16:30:00",3,5,3,NA,3,3,12
2020-04-09,"16:55:00",3,5,3,NA,2,5,12
2020-04-09,"15:25:00",3,5,4,NA,4,4,12
2020-04-09,"16:05:00",3,5,3,NA,3,5,12
2020-04-09,"15:10:00",3,5,4,NA,3,5,12
2020-04-09,"18:00:00",3,5,3,NA,4,4,12
2020-04-09,"19:55:00",3,5,4,NA,3,5,12
2020-04-09,"21:20:00",2,5,5,NA,4,5,12
2020-04-09,"15:20:00",2,5,4,NA,3,4,12
2020-04-09,"17:25:00",3,6,3,NA,1,3,12
2020-04-09,"15:20:00",4,4,5,NA,4,3,12
2020-04-09,"15:55:00",4,6,4,NA,3,3,12
2020-04-09,"15:40:00",3,4,4,NA,3,4,12
2020-04-09,"22:05:00",3,5,3,NA,4,4,12
2020-04-09,"16:25:00",3,5,4,NA,3,5,12
2020-04-09,"18:10:00",3,5,4,NA,3,3,12
2020-04-09,"15:30:00",2,4,3,NA,4,4,12
2020-04-09,"15:00:00",4,5,2,NA,3,5,12
2020-04-09,"17:00:00",3,6,5,NA,2,3,12
2020-04-09,"15:05:00",4,6,3,NA,4,4,12
2020-04-09,"17:15:00",3,5,5,NA,4,4,12
2020-04-09,"15:15:00",4,5,4,NA,4,3,12
2020-04-09,"17:20:00",4,4,5,NA,4,4,12
2020-04-09,"19:55:00",2,5,3,NA,4,4,12
2020-04-09,"16:50:00",2,3,4,NA,3,5,12
2020-04-09,"15:20:00",2,6,4,NA,3,4,12
2020-04-09,"15:15:00",2,6,4,NA,3,3,12
2020-04-09,"16:45:00",4,4,5,NA,4,4,12
2020-04-09,"20:05:00",3,4,4,NA,2,3,12
2020-04-09,"19:35:00",4,5,6,NA,2,5,12
2020-04-09,"19:25:00",2,5,6,NA,2,4,12
2020-04-10,"00:15:00",3,6,4,NA,2,4,12
2020-04-09,"20:20:00",4,5,3,NA,2,3,12
2020-04-09,"17:30:00",4,5,3,3,3,4,12
2020-04-09,"20:25:00",3,4,5,NA,4,4,12
2020-04-09,"15:55:00",2,4,3,NA,2,4,12
2020-04-09,"17:00:00",3,7,5,NA,3,4,12
2020-04-09,"15:15:00",3,5,6,NA,3,5,12
2020-04-09,"16:45:00",2,4,5,NA,3,5,12
2020-04-09,"16:40:00",3,6,3,NA,3,3,12
2020-04-09,"15:55:00",3,4,3,NA,4,3,12
2020-04-09,"17:00:00",4,5,4,NA,4,5,12
2020-04-09,"16:15:00",3,5,4,NA,3,4,12
2020-04-09,"15:30:00",3,6,5,NA,4,5,12
2020-04-09,"16:50:00",2,3,4,NA,2,4,12
2020-04-09,"15:50:00",2,5,4,NA,2,5,12
2020-04-09,"15:30:00",3,4,4,NA,4,5,12
2020-04-09,"15:55:00",3,6,3,NA,3,4,12
2020-04-09,"16:00:00",4,5,3,NA,3,4,12
2020-04-09,"16:45:00",4,6,4,NA,3,3,12
2020-04-09,"15:50:00",3,5,4,NA,4,4,12
2020-04-09,"15:35:00",4,5,5,10,4,5,12
2020-04-09,"23:10:00",3,5,4,NA,4,4,12
2020-04-09,"15:10:00",5,5,6,NA,2,4,12
2020-04-09,"19:40:00",2,6,3,NA,3,4,12
2020-04-09,"17:30:00",3,6,4,NA,4,4,12
2020-04-09,"15:45:00",2,4,5,NA,3,4,12
2020-04-09,"15:50:00",4,5,5,NA,4,4,12
2020-04-09,"16:05:00",4,4,3,NA,3,4,12
2020-04-09,"17:45:00",3,6,5,NA,3,3,12
2020-04-09,"16:25:00",3,6,3,NA,3,3,12
2020-04-09,"15:40:00",2,6,5,NA,3,4,12
2020-04-09,"16:20:00",2,6,4,NA,3,4,12
2020-04-09,"19:35:00",2,6,4,NA,3,4,12
2020-04-09,"15:10:00",2,5,4,NA,2,3,12
2020-04-09,"15:15:00",2,5,4,NA,3,3,12
2020-04-09,"16:25:00",4,5,4,NA,3,3,12
2020-04-09,"19:00:00",3,6,4,NA,3,4,12
2020-04-09,"20:55:00",2,5,4,NA,3,4,12
2020-04-09,"15:30:00",3,6,3,NA,3,3,12
2020-04-09,"19:15:00",3,4,4,NA,3,4,12
2020-04-09,"15:30:00",4,5,4,NA,2,4,12
2020-04-09,"15:55:00",4,5,3,NA,2,4,12
2020-04-09,"15:40:00",1,5,3,NA,4,2,12
2020-04-09,"16:25:00",4,5,5,NA,3,4,12
2020-04-09,"18:25:00",4,6,4,NA,3,4,12
2020-04-09,"17:05:00",3,5,4,NA,3,4,12
2020-04-09,"17:55:00",3,5,4,NA,3,4,12
2020-04-09,"18:25:00",3,6,4,NA,3,3,12
2020-04-09,"19:45:00",3,5,4,NA,3,4,12
2020-04-09,"21:45:00",3,5,3,NA,3,4,12
2020-04-09,"15:25:00",4,5,4,NA,3,5,12
2020-04-09,"16:10:00",3,5,4,NA,3,4,12
2020-04-09,"15:35:00",3,5,5,NA,3,5,12
2020-04-09,"16:15:00",3,6,4,NA,4,2,12
2020-04-09,"15:40:00",3,6,3,NA,2,4,12
2020-04-09,"15:45:00",3,5,4,NA,2,4,12
2020-04-09,"19:10:00",4,6,4,NA,3,4,12
2020-04-09,"17:20:00",3,6,3,NA,2,3,12
2020-04-09,"15:35:00",4,4,4,NA,2,4,12
2020-04-09,"17:15:00",3,6,3,NA,3,4,12
2020-04-09,"18:05:00",2,4,4,NA,3,3,12
2020-04-09,"15:30:00",3,6,6,NA,3,4,12
2020-04-09,"18:50:00",4,4,5,NA,3,5,12
2020-04-09,"17:20:00",3,6,4,NA,1,4,12
2020-04-09,"15:10:00",4,5,5,NA,2,5,12
2020-04-09,"15:35:00",4,6,4,NA,3,4,12
2020-04-09,"15:35:00",3,4,4,NA,4,4,12
2020-04-09,"15:15:00",3,5,4,NA,2,4,12
2020-04-09,"15:00:00",4,6,4,NA,4,5,12
2020-04-09,"15:10:00",3,5,4,NA,2,5,12
2020-04-09,"17:00:00",3,5,3,NA,2,4,12
2020-04-09,"17:00:00",3,5,5,NA,3,6,12
2020-04-09,"19:55:00",4,4,4,NA,2,3,12
2020-04-09,"19:00:00",3,5,5,NA,3,4,12
2020-04-09,"16:45:00",4,7,4,NA,3,5,12
2020-04-09,"15:05:00",3,5,3,NA,2,3,12
2020-04-09,"17:05:00",3,4,5,NA,3,4,12
2020-04-09,"15:20:00",3,5,4,NA,2,5,12
2020-04-09,"16:20:00",3,4,4,NA,2,7,12
2020-04-09,"22:30:00",4,4,4,NA,2,5,12
2020-04-09,"16:25:00",2,4,4,NA,3,5,12
2020-04-09,"16:25:00",3,6,4,NA,3,2,12
2020-04-09,"17:55:00",2,6,5,NA,3,5,12
2020-04-09,"18:45:00",3,5,3,NA,3,5,12
2020-04-09,"18:40:00",3,5,4,NA,3,4,12
2020-04-09,"15:45:00",3,5,4,NA,4,4,12
2020-04-09,"21:40:00",3,6,3,NA,2,4,12
2020-04-09,"15:25:00",3,4,4,NA,4,3,12
2020-04-09,"15:50:00",3,5,4,NA,3,4,12
2020-04-09,"16:05:00",3,6,4,NA,1,5,12
2020-04-09,"18:00:00",2,5,3,NA,3,5,12
2020-04-09,"16:50:00",4,4,3,NA,3,4,12
2020-04-09,"16:20:00",3,5,4,NA,3,5,12
2020-04-09,"19:20:00",3,6,4,NA,4,4,12
2020-04-09,"15:15:00",3,6,4,NA,3,3,12
2020-04-09,"16:10:00",3,4,5,NA,4,3,12
2020-04-09,"15:05:00",3,6,5,NA,2,4,12
2020-04-09,"21:05:00",3,4,4,NA,3,3,12
2020-04-09,"16:30:00",2,4,3,NA,2,4,12
2020-04-09,"16:50:00",3,6,5,NA,3,4,12
2020-04-09,"15:00:00",4,6,4,NA,3,4,12
2020-04-09,"16:10:00",3,5,4,NA,2,4,12
2020-04-09,"17:00:00",4,5,4,NA,3,3,12
2020-04-09,"16:25:00",4,5,3,NA,2,3,12
2020-04-09,"16:05:00",3,4,6,NA,2,4,12
2020-04-09,"15:20:00",2,4,5,NA,3,3,12
2020-04-09,"16:30:00",3,5,4,NA,4,5,12
2020-04-09,"15:05:00",3,4,5,NA,3,4,12
2020-04-09,"15:50:00",3,4,3,NA,3,4,12
2020-04-09,"16:20:00",2,4,5,NA,3,5,12
2020-04-09,"15:10:00",3,5,3,NA,3,4,12
2020-04-09,"15:40:00",3,6,4,NA,3,4,12
2020-04-09,"15:10:00",4,5,3,NA,2,3,12
2020-04-09,"16:15:00",3,6,4,NA,2,6,12
2020-04-09,"23:15:00",4,5,5,NA,2,5,12
2020-04-09,"15:10:00",4,6,6,NA,3,4,12
2020-04-09,"15:15:00",2,5,3,NA,3,5,12
2020-04-09,"18:45:00",2,5,4,9,3,3,12
2020-04-09,"15:15:00",3,5,4,NA,3,3,12
2020-04-09,"18:40:00",4,4,4,NA,3,5,12
2020-04-09,"15:15:00",2,7,4,NA,3,3,12
2020-04-10,"03:10:00",2,4,4,NA,3,5,12
2020-04-09,"16:20:00",3,6,3,NA,2,4,12
2020-04-09,"16:25:00",3,6,4,NA,3,4,12
2020-04-09,"15:40:00",2,7,2,NA,3,4,12
2020-04-09,"19:05:00",3,5,5,NA,3,3,12
2020-04-09,"17:00:00",3,5,5,NA,4,5,12
2020-04-09,"15:40:00",4,4,4,NA,2,3,12
2020-04-09,"16:50:00",3,4,4,NA,3,4,12
2020-04-09,"15:40:00",3,5,2,NA,2,4,12
2020-04-09,"15:20:00",3,5,3,NA,3,5,12
2020-04-09,"15:25:00",2,6,4,NA,2,3,12
2020-04-09,"15:15:00",2,6,4,NA,2,4,12
2020-04-09,"15:40:00",4,5,4,NA,2,5,12
2020-04-09,"20:20:00",2,6,4,NA,4,3,12
2020-04-09,"15:40:00",4,5,5,1,5,4,12
2020-04-09,"15:55:00",2,6,4,NA,4,3,12
2020-04-09,"17:35:00",3,6,2,NA,4,5,12
2020-04-09,"18:35:00",2,6,4,NA,3,5,12
2020-04-09,"15:45:00",2,4,4,NA,3,4,12
2020-04-09,"20:35:00",2,6,4,NA,3,5,12
2020-04-09,"15:40:00",2,5,3,NA,2,3,12
2020-04-09,"15:25:00",3,4,4,NA,3,4,12
2020-04-09,"17:15:00",3,5,3,NA,2,4,12
2020-04-09,"16:00:00",3,4,4,NA,3,5,12
2020-04-09,"18:05:00",3,4,4,NA,3,4,12
2020-04-09,"19:50:00",2,5,3,NA,2,4,12
2020-04-09,"15:50:00",3,5,4,NA,3,5,12
2020-04-09,"17:20:00",3,5,3,NA,3,3,12
2020-04-09,"15:00:00",3,5,4,NA,2,4,12
2020-04-09,"16:25:00",3,5,4,NA,2,5,12
2020-04-09,"17:00:00",3,4,4,NA,3,4,12
2020-04-09,"16:45:00",3,4,4,NA,2,4,12
2020-04-09,"17:15:00",3,6,4,NA,3,4,12
2020-04-09,"17:20:00",4,6,4,NA,3,4,12
2020-04-09,"17:45:00",4,7,3,NA,4,4,12
2020-04-09,"16:30:00",3,6,4,NA,3,5,12
2020-04-09,"15:05:00",4,4,4,NA,2,4,12
2020-04-09,"17:35:00",3,6,4,NA,2,3,12
2020-04-09,"21:50:00",3,3,5,NA,5,4,12
2020-04-09,"18:00:00",3,5,4,NA,3,5,12
2020-04-09,"15:10:00",5,6,4,NA,1,5,12
2020-04-09,"20:30:00",2,4,5,NA,3,2,12
2020-04-09,"20:35:00",4,4,4,NA,3,4,12
2020-04-09,"20:40:00",3,5,5,NA,3,3,12
2020-04-09,"18:25:00",3,6,4,NA,3,4,12
2020-04-09,"16:30:00",2,6,3,NA,3,4,12
2020-04-09,"20:25:00",4,4,5,NA,2,3,12
2020-04-09,"18:15:00",4,6,5,NA,2,3,12
2020-04-09,"15:35:00",3,5,5,NA,3,4,12
2020-04-09,"15:15:00",3,4,3,NA,4,4,12
2020-04-09,"17:05:00",3,6,3,NA,2,4,12
2020-04-09,"15:40:00",2,6,5,NA,3,3,12
2020-04-09,"16:30:00",3,5,4,NA,3,4,12
2020-04-09,"16:15:00",3,5,5,NA,3,4,12
2020-04-09,"20:30:00",4,5,5,NA,4,3,12
2020-04-09,"15:40:00",3,6,4,NA,4,4,12
2020-04-09,"18:15:00",3,5,3,NA,3,4,12
2020-04-09,"16:30:00",3,5,3,NA,4,4,12
2020-04-09,"16:20:00",4,4,4,NA,3,4,12
2020-04-09,"15:50:00",2,5,5,NA,2,3,12
2020-04-09,"18:25:00",3,6,4,NA,3,4,12
2020-04-09,"15:05:00",3,5,5,NA,3,6,12
2020-04-09,"15:40:00",2,4,5,NA,3,2,12
2020-04-09,"15:35:00",3,5,4,NA,3,6,12
2020-04-09,"15:25:00",5,5,4,NA,3,4,12
2020-04-09,"16:30:00",3,5,5,NA,3,4,12
2020-04-09,"15:05:00",4,6,4,NA,3,5,12
2020-04-09,"15:05:00",4,4,4,NA,3,5,12
2020-04-09,"17:30:00",2,5,5,NA,3,5,12
2020-04-09,"15:35:00",2,3,5,NA,4,4,12
2020-04-09,"16:00:00",2,5,5,NA,4,4,12
2020-04-09,"15:15:00",3,5,4,NA,3,4,12
2020-04-09,"16:10:00",4,5,3,NA,3,3,12
2020-04-09,"15:50:00",3,5,5,NA,2,6,12
2020-04-09,"15:30:00",3,5,4,NA,2,4,12
2020-04-09,"16:10:00",2,3,4,NA,3,4,12
2020-04-09,"19:30:00",3,6,4,NA,4,3,12
2020-04-09,"17:35:00",3,5,3,NA,3,3,12
2020-04-09,"16:35:00",3,6,4,NA,2,4,12
2020-04-09,"17:55:00",4,5,5,NA,3,5,12
2020-04-09,"20:05:00",3,5,3,NA,3,4,12
2020-04-09,"15:30:00",4,7,4,NA,1,5,12
2020-04-09,"18:15:00",4,5,4,NA,3,4,12
2020-04-09,"18:25:00",3,4,5,NA,3,4,12
2020-04-09,"15:05:00",3,4,3,NA,3,4,12
2020-04-09,"18:50:00",4,5,5,NA,2,3,12
2020-04-09,"23:40:00",4,5,4,NA,3,4,12
2020-04-09,"15:05:00",3,4,5,NA,2,3,12
2020-04-09,"15:25:00",4,4,3,NA,2,5,12
2020-04-09,"16:20:00",2,5,3,NA,3,4,12
2020-04-09,"15:55:00",4,5,5,NA,3,5,12
2020-04-09,"16:20:00",3,5,3,NA,2,3,12
2020-04-09,"15:35:00",3,5,3,NA,2,5,12
2020-04-09,"15:20:00",2,4,3,NA,3,3,12
2020-04-09,"19:40:00",4,5,4,NA,2,5,12
2020-04-09,"18:25:00",3,5,5,NA,3,5,12
2020-04-09,"17:00:00",3,5,4,NA,3,3,12
2020-04-09,"16:15:00",4,4,3,NA,4,4,12
2020-04-09,"16:05:00",5,4,4,NA,3,3,12
2020-04-09,"17:05:00",2,5,4,NA,4,4,12
2020-04-09,"16:15:00",3,6,4,NA,2,4,12
2020-04-09,"15:15:00",2,5,4,NA,3,4,12
2020-04-09,"16:15:00",3,4,5,NA,2,5,12
2020-04-09,"16:00:00",3,5,5,NA,3,5,12
2020-04-09,"22:00:00",2,5,4,NA,4,4,12
2020-04-09,"18:25:00",2,4,5,NA,3,2,12
2020-04-09,"17:40:00",3,6,4,NA,3,5,12
2020-04-09,"15:55:00",3,6,5,NA,3,4,12
2020-04-10,"00:20:00",4,5,4,NA,4,4,12
2020-04-09,"17:30:00",3,5,4,NA,3,4,12
2020-04-09,"15:25:00",3,6,4,NA,2,4,12
2020-04-09,"16:00:00",4,6,3,NA,2,4,12
2020-04-09,"15:00:00",3,6,4,NA,3,4,12
2020-04-09,"18:50:00",3,5,4,NA,3,3,12
2020-04-09,"23:15:00",3,5,3,NA,4,3,12
2020-04-09,"16:35:00",3,5,4,NA,3,4,12
2020-04-09,"17:00:00",3,5,4,NA,4,2,12
2020-04-09,"17:35:00",3,6,5,NA,4,4,12
2020-04-09,"15:35:00",5,5,4,NA,4,4,12
2020-04-09,"15:55:00",3,7,4,NA,3,4,12
2020-04-09,"15:45:00",2,5,4,NA,3,3,12
2020-04-09,"15:30:00",4,4,4,NA,2,3,12
2020-04-09,"16:55:00",4,4,3,NA,2,4,12
2020-04-09,"16:30:00",4,5,3,NA,3,4,12
2020-04-09,"15:55:00",4,4,4,NA,3,3,12
2020-04-09,"16:35:00",2,5,3,NA,3,3,12
2020-04-09,"17:05:00",4,5,3,NA,4,5,12
2020-04-09,"23:20:00",2,5,5,NA,3,4,12
2020-04-09,"15:05:00",2,5,4,NA,2,4,12
2020-04-09,"17:00:00",2,6,4,NA,2,5,12
2020-04-09,"16:40:00",3,4,3,NA,4,4,12
2020-04-09,"16:05:00",4,4,3,NA,3,3,12
2020-04-09,"15:45:00",3,5,5,NA,4,4,12
2020-04-09,"16:50:00",3,6,4,NA,4,5,12
2020-04-09,"18:30:00",5,5,5,NA,4,3,12
2020-04-09,"15:30:00",3,5,4,NA,3,3,12
2020-04-09,"19:25:00",2,5,3,NA,3,4,12
2020-04-09,"15:20:00",5,5,3,NA,3,5,12
2020-04-09,"16:05:00",2,4,4,NA,3,3,12
2020-04-09,"16:05:00",2,4,3,NA,2,4,12
2020-04-09,"15:45:00",3,5,4,NA,2,3,12
2020-04-09,"15:20:00",4,7,4,NA,2,3,12
2020-04-09,"15:40:00",2,5,4,NA,3,5,12
2020-04-09,"18:55:00",3,7,3,NA,2,5,12
2020-04-09,"17:20:00",2,5,3,NA,2,4,12
2020-04-09,"15:55:00",3,4,4,NA,4,4,12
2020-04-09,"16:05:00",4,5,3,NA,3,5,12
2020-04-09,"15:35:00",3,6,3,NA,3,4,12
2020-04-09,"16:30:00",2,5,3,NA,3,3,12
2020-04-09,"23:00:00",3,5,5,NA,3,4,12
2020-04-09,"17:25:00",4,5,5,NA,3,5,12
2020-04-09,"19:55:00",3,5,5,NA,3,3,12
2020-04-09,"17:05:00",3,5,4,NA,2,4,12
2020-04-09,"15:30:00",3,5,4,NA,3,3,12
2020-04-09,"19:30:00",3,6,5,NA,2,5,12
2020-04-09,"19:50:00",2,5,5,NA,4,3,12
2020-04-09,"15:50:00",4,4,4,NA,3,3,12
2020-04-09,"18:35:00",3,4,4,NA,2,4,12
2020-04-09,"19:40:00",3,6,4,NA,3,5,12
2020-04-09,"18:10:00",4,4,3,NA,2,3,12
2020-04-09,"18:30:00",2,5,3,NA,3,4,12
2020-04-09,"18:20:00",3,5,2,NA,3,3,12
2020-04-09,"16:10:00",2,6,4,NA,2,4,12
2020-04-09,"16:50:00",3,5,3,NA,2,5,12
2020-04-09,"16:40:00",5,5,3,NA,3,4,12
2020-04-09,"19:35:00",2,5,4,NA,3,4,12
2020-04-09,"16:45:00",3,4,4,NA,4,4,12
2020-04-09,"15:45:00",3,4,4,NA,3,5,12
2020-04-09,"16:00:00",3,6,5,NA,5,3,12
2020-04-09,"23:00:00",4,5,4,NA,3,4,12
2020-04-09,"17:00:00",3,5,4,NA,3,4,12
2020-04-09,"15:15:00",4,6,4,NA,2,5,12
2020-04-09,"17:55:00",4,6,4,NA,4,4,12
2020-04-09,"19:20:00",2,4,4,NA,2,3,12
2020-04-09,"16:10:00",4,5,4,NA,3,4,12
2020-04-09,"16:45:00",4,5,3,NA,4,5,12
2020-04-09,"18:55:00",2,5,5,NA,5,4,12
2020-04-09,"18:55:00",2,5,5,NA,2,3,12
2020-04-09,"16:15:00",3,6,4,NA,3,4,12
2020-04-09,"19:00:00",3,3,4,NA,4,4,12
2020-04-09,"16:00:00",4,6,3,NA,3,5,12
2020-04-09,"17:20:00",3,5,4,NA,3,4,12
2020-04-09,"21:05:00",3,5,5,NA,2,6,12
2020-04-09,"15:55:00",3,6,2,NA,2,4,12
2020-04-09,"17:30:00",4,5,3,NA,4,4,12
2020-04-09,"18:25:00",4,4,4,NA,3,4,12
2020-04-09,"15:35:00",3,5,4,NA,2,4,12
2020-04-09,"15:40:00",3,4,5,NA,3,5,12
2020-04-09,"16:50:00",3,4,5,NA,3,5,12
2020-04-09,"18:00:00",3,4,5,NA,4,5,12
2020-04-09,"19:00:00",3,4,2,NA,3,3,12
2020-04-09,"16:00:00",2,4,4,NA,3,3,12
2020-04-09,"15:05:00",3,5,4,NA,3,4,12
2020-04-09,"15:20:00",4,4,5,NA,3,4,12
2020-04-09,"22:05:00",4,5,3,NA,4,4,12
2020-04-09,"23:55:00",2,5,5,NA,2,4,12
2020-04-09,"15:25:00",3,5,4,NA,2,5,12
2020-04-09,"15:15:00",2,5,4,NA,3,4,12
2020-04-09,"15:25:00",3,5,4,NA,3,4,12
2020-04-09,"18:15:00",3,6,4,NA,4,3,12
2020-04-09,"16:15:00",2,6,4,NA,3,4,12
2020-04-09,"19:35:00",5,5,4,NA,3,5,12
2020-04-09,"23:40:00",4,4,4,NA,3,3,12
2020-04-09,"15:00:00",3,6,4,NA,3,5,12
2020-04-09,"15:40:00",2,6,4,NA,3,4,12
2020-04-09,"15:30:00",3,5,4,NA,4,4,12
2020-04-09,"17:05:00",3,5,5,NA,3,4,12
2020-04-09,"16:25:00",2,5,2,NA,2,4,12
2020-04-09,"15:10:00",3,5,1,NA,3,4,12
2020-04-09,"15:35:00",3,5,3,NA,2,5,12
2020-04-09,"15:30:00",4,5,4,NA,3,4,12
2020-04-09,"15:15:00",3,5,3,NA,2,5,12
2020-04-09,"15:05:00",4,5,4,NA,2,4,12
2020-04-09,"17:05:00",2,5,3,NA,3,4,12
2020-04-09,"16:30:00",3,6,4,NA,4,3,12
2020-04-09,"15:00:00",4,5,4,NA,3,4,12
2020-04-09,"16:55:00",3,5,5,NA,4,5,12
2020-04-09,"19:40:00",4,4,5,NA,4,4,12
2020-04-09,"15:40:00",2,6,4,NA,4,4,12
2020-04-09,"15:35:00",5,4,4,NA,2,3,12
2020-04-09,"19:10:00",3,5,3,NA,3,4,12
2020-04-10,"01:00:00",4,6,3,NA,2,5,12
2020-04-09,"15:25:00",3,5,5,NA,2,3,12
2020-04-09,"15:35:00",2,5,3,NA,3,5,12
2020-04-09,"18:45:00",3,4,5,NA,3,5,12
2020-04-09,"17:30:00",3,5,4,NA,3,4,12
2020-04-09,"17:25:00",3,4,5,NA,3,3,12
2020-04-09,"21:30:00",3,4,4,NA,2,3,12
2020-04-09,"15:20:00",3,6,5,NA,4,4,12
2020-04-09,"16:45:00",3,6,4,NA,3,3,12
2020-04-09,"15:20:00",4,6,4,NA,4,4,12
2020-04-09,"15:35:00",3,5,3,NA,3,5,12
2020-04-09,"18:10:00",3,6,4,NA,2,4,12
2020-04-09,"20:55:00",5,4,6,NA,4,5,12
2020-04-09,"15:00:00",2,6,4,NA,2,4,12
2020-04-09,"15:50:00",3,4,5,NA,3,4,12
2020-04-09,"16:30:00",3,5,5,NA,2,3,12
2020-04-09,"18:05:00",4,5,5,NA,3,4,12
2020-04-09,"15:30:00",2,5,4,NA,4,4,12
2020-04-09,"20:05:00",4,5,3,NA,3,5,12
2020-04-09,"18:15:00",3,5,4,NA,2,3,12
2020-04-09,"15:45:00",3,4,4,NA,3,3,12
